2,33,
2,-16,
2,-16,
2,-16,
2,-16,
2,-16,
2,-16,
2,-16,
2,-16,
2,-16,
2,-16,
2,-16,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-40,
2,-13,
2,-13,
2,-13,
2,-13,
2,-13,
2,-13,
2,-13,
2,-13,
2,-13,
2,-13,
2,-13,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,-32,
2,1,
2,1,
2,1,
2,1,
2,1,
2,1,
2,1,
2,1,
2,1,
2,1,
2,1,
2,12,
2,12,
2,12,
2,12,
2,12,
2,12,
2,12,
2,12,
2,12,
2,12,
2,12,
2,-25,
2,-25,
2,-25,
2,-25,
2,-25,
2,-25,
2,-25,
2,-25,
2,-25,
2,-25,
2,-25,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,2,
2,5,
2,5,
2,5,
2,5,
2,5,
2,5,
2,5,
2,5,
2,5,
2,5,
2,5,
2,45,
2,45,
2,45,
2,45,
2,45,
2,45,
2,45,
2,45,
2,45,
2,45,
2,45,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,42,
2,-45,
2,-45,
2,-45,
2,-45,
2,-45,
2,-45,
2,-45,
2,-45,
2,-45,
2,-45,
2,-45,
2,-2,
2,-2,
2,-2,
2,-2,
2,-2,
2,-2,
2,-2,
2,-2,
2,-2,
2,-2,
2,-2,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-38,
2,-46,
2,-46,
2,-46,
2,-46,
2,-46,
2,-46,
2,-46,
2,-46,
2,-46,
2,-46,
2,-46,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,-14,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
2,35,
